522000	450	525
523000	449	523
524000	452	523
525000	451	527
526000	464	470
527000	453	483
528000	455	475
529000	454	530
530000	457	495
531000	458	475
532000	456	534
533000	459	478
534000	458	514
535000	461	515
536000	459	516
537000	462	497
538000	463	481
539000	462	483
540000	465	487
541000	464	536
542000	466	485
543000	471	475
544000	482	476
545000	482	536
546000	467	478
547000	498	479
548000	503	480
549000	484	480
550000	485	481
551000	490	482
552000	497	483
553000	492	484
554000	488	485
555000	490	546
556000	489	566
557000	479	502
558000	485	502
559000	481	560
560000	481	546
561000	482	516
562000	483	519
563000	487	522
564000	485	526
565000	484	537
566000	486	537
567000	486	507
568000	489	546
569000	489	509
570000	490	522
571000	491	520
572000	490	574
573000	502	502
574000	502	565
575000	504	504
576000	503	567
577000	506	505
578000	511	506
579000	513	507
580000	508	508
581000	509	509
582000	511	572
583000	512	582
584000	499	566
585000	502	523
586000	501	532
587000	504	559
588000	505	571
589000	515	590
590000	516	580
591000	517	519
592000	517	518
593000	518	892
594000	600	735
595000	528	521
596000	538	522
597000	529	523
598000	530	524
599000	531	524
600000	536	525
601000	527	545
602000	515	538
603000	517	565
604000	528	580
605000	519	594
606000	528	530
607000	530	532
608000	532	532
609000	532	533
610000	533	534
611000	536	535
612000	536	554
613000	524	547
614000	526	578
615000	525	548
616000	527	606
617000	543	541
618000	538	601
619000	538	542
620000	543	543
621000	541	560
622000	532	578
623000	531	623
624000	533	616
625000	544	547
626000	546	549
627000	546	617
628000	547	622
629000	537	561
630000	539	604
631000	538	624
632000	550	553
633000	550	554
634000	550	555
635000	555	627
636000	551	599
637000	544	619
638000	556	558
639000	558	560
640000	556	561
641000	558	561
642000	547	621
643000	549	574
644000	551	632
645000	560	565
646000	563	566
647000	561	567
648000	565	585
649000	553	610
650000	554	628
651000	566	570
652000	569	571
653000	568	572
654000	568	642
655000	560	584
656000	560	647
657000	570	575
658000	575	577
659000	575	652
660000	562	624
661000	564	619
662000	574	580
663000	576	768
664000	645	1024
665000	688	1016
666000	704	1016
667000	674	1126
668000	702	1061
669000	742	1050
670000	746	1076
671000	705	1016
672000	772	1042
673000	685	1037
674000	858	1242
675000	744	1039
676000	1211	1499
677000	966	1283
678000	846	1041
679000	918	1050
680000	694	1209
681000	697	1171
682000	710	1070
683000	722	1067
684000	728	1067
685000	702	1058
686000	690	1094
687000	977	1343
688000	665	692
689000	673	1061
690000	757	1114
691000	711	1274
692000	1136	1560
693000	1041	1199
694000	709	1122
695000	729	1103
696000	618	628
697000	595	640
698000	595	634
699000	614	614
700000	614	628
701000	598	662
702000	599	627
703000	610	616
704000	611	634
705000	602	631
706000	630	632
707000	623	622
708000	618	637
709000	618	683
710000	617	622
711000	617	622
712000	604	633
713000	608	635
714000	622	625
715000	622	638
716000	611	637
717000	611	707
718000	629	628
719000	626	645
720000	614	697
721000	625	631
722000	626	648
723000	619	685
724000	626	634
725000	628	634
726000	632	653
727000	619	711
728000	640	637
729000	634	656
730000	621	653
731000	633	640
732000	633	656
733000	624	653
734000	636	642
735000	633	644
736000	636	705
737000	625	882
738000	644	739
739000	625	657
740000	634	648
741000	654	664
742000	631	731
743000	641	740
744000	632	705
745000	644	654
746000	643	742
747000	633	747
748000	645	654
749000	646	720
750000	637	730
751000	649	657
752000	654	678
753000	660	669
754000	651	660
755000	652	722
756000	642	750
757000	652	745
758000	642	756
759000	656	747
760000	660	720
761000	654	748
762000	655	988
763000	648	1048
764000	794	1146
765000	664	688
766000	666	670
767000	660	722
768000	672	1341
769000	666	673
770000	778	1231
771000	800	1161
772000	857	1131
773000	808	1222
774000	941	924
775000	680	702
776000	661	692
777000	671	680
778000	674	734
779000	663	700
780000	675	697
781000	664	695
782000	675	684
783000	676	716
784000	665	769
785000	678	740
786000	669	757
787000	679	689
788000	681	736
789000	688	691
790000	682	718
791000	672	771
792000	683	706
793000	673	756
794000	693	908
795000	825	1573
796000	699	1165
797000	854	1473
798000	841	1270
799000	814	1325
800000	934	953
801000	655	740
802000	672	745
803000	659	725
804000	698	704
805000	680	727
806000	713	760
807000	708	725
808000	697	1165
809000	882	1221
810000	808	1300
811000	822	1312
812000	822	1307
813000	831	712
814000	667	730
815000	680	713
816000	689	731
817000	704	716
818000	710	760
819000	705	717
820000	707	781
821000	698	818
822000	707	758
823000	697	820
824000	708	765
825000	709	722
826000	710	755
827000	700	835
828000	713	762
829000	702	825
830000	713	767
831000	714	727
832000	714	764
833000	766	1361
834000	855	1604
835000	1493	1554
836000	856	1311
837000	885	1291
838000	913	1328
839000	875	1310
840000	877	1290
841000	864	1345
842000	895	1274
843000	918	1326
844000	870	1307
845000	846	1350
846000	879	1346
847000	884	1339
848000	779	771
849000	735	743
850000	739	759
851000	737	745
852000	732	794
853000	736	747
854000	737	763
855000	735	749
856000	736	766
857000	734	750
858000	738	768
859000	738	781
860000	740	769
861000	738	761
862000	727	827
863000	738	763
864000	730	841
865000	742	789
866000	744	859
867000	757	814
868000	743	760
869000	747	902
870000	771	768
871000	755	773
872000	748	840
873000	751	764
874000	748	773
875000	749	766
876000	754	785
877000	755	776
878000	740	780
879000	752	777
880000	744	858
881000	752	812
882000	753	773
883000	756	781
884000	755	775
885000	760	824
886000	757	794
887000	747	865
888000	765	882
889000	766	778
890000	763	796
891000	761	801
892000	752	872
893000	763	789
894000	766	782
895000	769	800
896000	768	802
897000	756	796
898000	774	821
899000	770	787
900000	769	841
901000	769	798
902000	760	871
903000	773	798
904000	777	791
905000	774	850
906000	786	808
907000	764	804
908000	777	833
909000	776	795
910000	781	816
911000	777	849
912000	767	810
913000	779	847
914000	779	800
915000	801	819
916000	783	836
917000	785	802
918000	781	910
919000	784	812
920000	794	815
921000	785	854
922000	788	858
923000	770	918
924000	846	824
925000	791	901
926000	816	811
927000	792	826
928000	793	873
929000	853	1379
930000	910	1563
931000	967	1466
932000	968	1493
933000	1033	1434
934000	1059	1701
935000	1266	1752
936000	971	1465
937000	949	1608
938000	975	1508
939000	987	1603
940000	974	3152
941000	981	1468
942000	1069	1598
943000	1045	1413
944000	1047	1398
945000	1048	1399
946000	967	1478
947000	992	1536
948000	1006	1470
949000	1074	1622
950000	1170	1499
951000	1678	1852
952000	1001	1477
953000	1014	1423
954000	1023	1415
955000	1060	1436
956000	1081	1418
957000	1038	1505
958000	960	1545
959000	1013	3049
960000	1024	1502
961000	1008	1524
962000	1001	1500
963000	991	1537
964000	1082	1970
965000	1177	1701
966000	1011	1518
967000	1039	1551
968000	1021	1473
969000	1048	1476
970000	1013	1535
971000	1045	1494
972000	1076	1530
973000	1028	1470
974000	1021	1522
975000	1068	3068
976000	1051	3240
977000	1167	4619
978000	1040	3975
979000	3926	1523
980000	994	2892
981000	2352	1621
982000	1511	1597
983000	1504	1594
984000	1102	2301
985000	1036	1608
986000	1185	1619
987000	1018	1599
988000	1013	1482
989000	1032	1474
990000	993	1431
991000	1029	1566
992000	2729	1607
993000	1061	1594
994000	1075	1150
995000	830	896
996000	894	1017
997000	839	1287
998000	855	890
999000	833	893
